ID	Category	DayOfWeek	Month	Hour
150369550	ROBBERY	Tuesday	April	3PM
150370046	ROBBERY	Wednesday	April	11PM
150370262	ROBBERY	Tuesday	April	5PM
150370701	ROBBERY	Tuesday	April	10PM
150370870	ROBBERY	Tuesday	April	11PM
150371107	ROBBERY	Wednesday	April	1AM
150371185	ROBBERY	Wednesday	April	4AM
150371812	ROBBERY	Wednesday	April	7AM
150371953	ROBBERY	Tuesday	April	3PM
150372945	ROBBERY	Tuesday	April	11PM
150373175	ROBBERY	Wednesday	April	12AM
150373266	ROBBERY	Wednesday	April	2PM
150373909	ROBBERY	Wednesday	April	8PM
150373921	ROBBERY	Wednesday	April	8PM
150374048	ROBBERY	Wednesday	April	9PM
150374634	ROBBERY	Thursday	April	2AM
150375400	ROBBERY	Saturday	April	10PM
150376016	ROBBERY	Thursday	April	1PM
150377111	ROBBERY	Thursday	April	8PM
150377133	ROBBERY	Thursday	April	8PM
150377268	ROBBERY	Thursday	April	9PM
150377296	ROBBERY	Wednesday	April	10PM
150377321	ROBBERY	Thursday	April	9PM
150377434	ROBBERY	Thursday	April	10PM
150377901	ROBBERY	Friday	May	2AM
150378056	ROBBERY	Friday	May	6AM
150378567	ROBBERY	Thursday	April	5PM
150378846	ROBBERY	Friday	May	11AM
150379195	ROBBERY	Friday	May	10AM
150379305	ROBBERY	Friday	May	3PM
150379800	ROBBERY	Friday	May	6PM
150379991	ROBBERY	Friday	May	7PM
150380631	ROBBERY	Saturday	May	12AM
150380716	ROBBERY	Friday	May	10PM
150380976	ROBBERY	Saturday	May	3AM
150382938	ROBBERY	Saturday	May	9PM
150383027	ROBBERY	Saturday	May	9PM
150383328	ROBBERY	Saturday	May	11PM
150383500	ROBBERY	Sunday	May	1AM
150383635	ROBBERY	Sunday	May	3AM
150383663	ROBBERY	Sunday	May	3AM
150383710	ROBBERY	Sunday	May	5AM
150384279	ROBBERY	Sunday	May	1AM
150385211	ROBBERY	Sunday	May	5PM
150385380	ROBBERY	Sunday	May	4PM
150386275	ROBBERY	Monday	May	2AM
150386770	ROBBERY	Monday	May	1AM
150387831	ROBBERY	Monday	May	3PM
150388378	ROBBERY	Monday	May	6PM
150388550	ROBBERY	Monday	May	7PM
150388613	ROBBERY	Monday	May	8PM
150388635	ROBBERY	Sunday	May	5AM
150388914	ROBBERY	Monday	May	10PM
150389194	ROBBERY	Tuesday	May	3AM
150389257	ROBBERY	Tuesday	May	5AM
150389815	ROBBERY	Tuesday	May	9AM
150389837	ROBBERY	Tuesday	May	9AM
150390185	ROBBERY	Tuesday	May	12AM
150390668	ROBBERY	Saturday	April	12AM
150391406	ROBBERY	Tuesday	May	5PM
150391826	ROBBERY	Friday	May	11PM
150392294	ROBBERY	Wednesday	May	12AM
150392357	ROBBERY	Wednesday	May	12AM
150392567	ROBBERY	Wednesday	May	2AM
150393349	ROBBERY	Wednesday	May	1AM
150394397	ROBBERY	Wednesday	May	3PM
150394400	ROBBERY	Wednesday	May	4PM
150395248	ROBBERY	Wednesday	May	8PM
150395630	ROBBERY	Wednesday	May	10PM
150395793	ROBBERY	Wednesday	May	9PM
150396070	ROBBERY	Thursday	May	6AM
150396531	ROBBERY	Wednesday	May	10AM
150396622	ROBBERY	Tuesday	February	12AM
150397090	ROBBERY	Thursday	May	12PM
150397379	ROBBERY	Sunday	May	11AM
150398640	ROBBERY	Thursday	May	6PM
150399347	ROBBERY	Thursday	May	9PM
150399626	ROBBERY	Thursday	May	11PM
150399682	ROBBERY	Thursday	May	11PM
150399961	ROBBERY	Friday	May	4AM
150400499	ROBBERY	Thursday	May	11PM
150400546	ROBBERY	Friday	May	10AM
150400790	ROBBERY	Friday	May	10AM
150401083	ROBBERY	Friday	May	1PM
150401237	ROBBERY	Friday	May	2PM
150401340	ROBBERY	Friday	May	1PM
150401629	ROBBERY	Friday	May	4PM
150401895	ROBBERY	Friday	May	1PM
150402166	ROBBERY	Friday	May	5PM
150402699	ROBBERY	Friday	May	9PM
150402843	ROBBERY	Friday	May	8PM
150402865	ROBBERY	Friday	May	10PM
150403443	ROBBERY	Saturday	May	2AM
150403487	ROBBERY	Saturday	May	4AM
150403578	ROBBERY	Saturday	May	6AM
150403807	ROBBERY	Thursday	May	6PM
150403879	ROBBERY	Saturday	May	10AM
150403998	ROBBERY	Saturday	May	1AM
150404350	ROBBERY	Saturday	May	2AM
150404720	ROBBERY	Sunday	May	1AM
150404974	ROBBERY	Saturday	May	4PM
150405386	ROBBERY	Saturday	May	6PM
150405580	ROBBERY	Saturday	May	7PM
150406265	ROBBERY	Sunday	May	2AM
150406362	ROBBERY	Sunday	May	3AM
150406378	ROBBERY	Sunday	May	4AM
150406475	ROBBERY	Sunday	May	3AM
150406845	ROBBERY	Sunday	May	11AM
150407990	ROBBERY	Saturday	May	10PM
150408603	ROBBERY	Monday	May	7AM
150408631	ROBBERY	Sunday	May	10PM
150408976	ROBBERY	Monday	May	1AM
150408982	ROBBERY	Monday	May	7AM
150409576	ROBBERY	Monday	May	1PM
150410460	ROBBERY	Wednesday	April	5PM
150410909	ROBBERY	Monday	May	7PM
150411208	ROBBERY	Monday	May	9PM
150411474	ROBBERY	Monday	May	10PM
150411894	ROBBERY	Tuesday	May	5AM
150412648	ROBBERY	Monday	May	11PM
150412654	ROBBERY	Tuesday	May	11AM
150412905	ROBBERY	Tuesday	May	1AM
150413373	ROBBERY	Sunday	May	8PM
150413646	ROBBERY	Tuesday	May	4PM
150413696	ROBBERY	Tuesday	May	3PM
150413856	ROBBERY	Tuesday	May	5PM
150413919	ROBBERY	Tuesday	May	5PM
150414428	ROBBERY	Friday	March	11AM
150414688	ROBBERY	Tuesday	May	10PM
150414901	ROBBERY	Wednesday	May	1AM
150415056	ROBBERY	Wednesday	May	4AM
150415084	ROBBERY	Wednesday	May	4AM
150415119	ROBBERY	Wednesday	May	5AM
150415197	ROBBERY	Wednesday	May	7AM
150415238	ROBBERY	Wednesday	May	5AM
150415432	ROBBERY	Friday	May	12PM
150415915	ROBBERY	Wednesday	May	12PM
150416054	ROBBERY	Wednesday	May	1PM
150416242	ROBBERY	Wednesday	May	1PM
150416731	ROBBERY	Wednesday	May	4PM
150416753	ROBBERY	Wednesday	May	4PM
150416822	ROBBERY	Wednesday	May	4PM
150417632	ROBBERY	Wednesday	May	7PM
150417977	ROBBERY	Wednesday	May	9PM
150418204	ROBBERY	Thursday	May	12AM
150418282	ROBBERY	Thursday	May	12AM
150418301	ROBBERY	Thursday	May	1AM
150418323	ROBBERY	Thursday	May	2AM
150418420	ROBBERY	Thursday	May	5AM
150418492	ROBBERY	Wednesday	May	10PM
150418583	ROBBERY	Friday	May	10AM
150419371	ROBBERY	Thursday	May	12PM
150419616	ROBBERY	Thursday	May	1PM
150419644	ROBBERY	Thursday	May	1PM
150420265	ROBBERY	Monday	May	8PM
150420516	ROBBERY	Saturday	May	8PM
150420873	ROBBERY	Thursday	May	7PM
150421194	ROBBERY	Thursday	May	10PM
150421229	ROBBERY	Thursday	May	10PM
150421332	ROBBERY	Thursday	May	11PM
150421473	ROBBERY	Saturday	May	2AM
150421649	ROBBERY	Friday	May	2AM
150421699	ROBBERY	Friday	May	2AM
150422045	ROBBERY	Friday	May	7AM
150422813	ROBBERY	Friday	May	1PM
150423883	ROBBERY	Friday	May	6PM
150424176	ROBBERY	Friday	May	8PM
150424916	ROBBERY	Saturday	May	2AM
150425099	ROBBERY	Friday	May	11PM
150425168	ROBBERY	Saturday	May	6AM
150425817	ROBBERY	Saturday	May	11AM
150426241	ROBBERY	Saturday	May	2PM
150427443	ROBBERY	Saturday	May	8PM
150427722	ROBBERY	Saturday	May	10PM
150427750	ROBBERY	Saturday	May	11PM
150428297	ROBBERY	Friday	April	4AM
150428413	ROBBERY	Sunday	May	3AM
150429223	ROBBERY	Sunday	May	1PM
150429819	ROBBERY	Sunday	May	2AM
150430430	ROBBERY	Sunday	May	6PM
150430537	ROBBERY	Sunday	May	7PM
150430725	ROBBERY	Sunday	May	8PM
150430872	ROBBERY	Sunday	May	6PM
150430907	ROBBERY	Sunday	May	9PM
150430985	ROBBERY	Sunday	May	9PM
150431002	ROBBERY	Sunday	May	9PM
150431284	ROBBERY	Sunday	May	10PM
150431563	ROBBERY	Monday	May	5AM
150432652	ROBBERY	Monday	May	12PM
150433387	ROBBERY	Friday	May	4AM
150433804	ROBBERY	Monday	May	6PM
150434197	ROBBERY	Monday	May	9PM
150434200	ROBBERY	Monday	May	9PM
150434357	ROBBERY	Monday	May	10PM
150434448	ROBBERY	Monday	May	11PM
150434460	ROBBERY	Monday	May	11PM
150434498	ROBBERY	Monday	May	10PM
150434573	ROBBERY	Monday	May	11PM
150434620	ROBBERY	Tuesday	May	12AM
150434852	ROBBERY	Tuesday	May	3AM
150434915	ROBBERY	Tuesday	May	5AM
150435418	ROBBERY	Tuesday	May	9AM
150435474	ROBBERY	Friday	May	3PM
150436400	ROBBERY	Monday	May	9PM
150437577	ROBBERY	Tuesday	May	9PM
150437630	ROBBERY	Tuesday	May	9PM
150437721	ROBBERY	Tuesday	May	10PM
150437862	ROBBERY	Tuesday	May	10PM
150438230	ROBBERY	Wednesday	May	4AM
150438898	ROBBERY	Wednesday	May	10AM
150439987	ROBBERY	Monday	May	12PM
150440019	ROBBERY	Wednesday	May	3PM
150440398	ROBBERY	Wednesday	May	6PM
150441277	ROBBERY	Thursday	May	12AM
150443289	ROBBERY	Thursday	May	4PM
150443712	ROBBERY	Wednesday	May	3PM
150443819	ROBBERY	Thursday	May	4PM
150444061	ROBBERY	Thursday	May	9PM
150444083	ROBBERY	Thursday	May	9PM
150444215	ROBBERY	Thursday	May	10PM
150444237	ROBBERY	Thursday	May	9PM
150444403	ROBBERY	Wednesday	May	11PM
150444594	ROBBERY	Friday	May	1AM
150444986	ROBBERY	Friday	May	8AM
150445003	ROBBERY	Friday	May	7AM
150445150	ROBBERY	Friday	May	8AM
150446158	ROBBERY	Friday	May	1PM
150446716	ROBBERY	Friday	May	4PM
150447162	ROBBERY	Friday	May	6PM
150448126	ROBBERY	Saturday	May	12AM
150448160	ROBBERY	Saturday	May	12AM
150448273	ROBBERY	Saturday	May	12AM
150448320	ROBBERY	Friday	May	10PM
150448461	ROBBERY	Saturday	May	3AM
150448712	ROBBERY	Saturday	May	7AM
150448803	ROBBERY	Saturday	May	8AM
150448869	ROBBERY	Friday	May	11PM
150448966	ROBBERY	Friday	May	1AM
150449077	ROBBERY	Saturday	May	10AM
150449209	ROBBERY	Saturday	May	1PM
150449221	ROBBERY	Saturday	May	11AM
150449776	ROBBERY	Thursday	May	11PM
150450115	ROBBERY	Saturday	May	2PM
150451129	ROBBERY	Saturday	May	10PM
150451408	ROBBERY	Saturday	May	11PM
150451743	ROBBERY	Sunday	May	1AM
150451759	ROBBERY	Sunday	May	2AM
150451812	ROBBERY	Sunday	May	2AM
150452478	ROBBERY	Sunday	May	11AM
150452757	ROBBERY	Sunday	May	1PM
150452779	ROBBERY	Wednesday	May	8PM
150452832	ROBBERY	Sunday	May	11AM
150453749	ROBBERY	Sunday	May	7PM
150453846	ROBBERY	Sunday	May	7PM
150454139	ROBBERY	Sunday	May	9PM
150454258	ROBBERY	Sunday	May	9PM
150454305	ROBBERY	Sunday	May	10PM
150454515	ROBBERY	Sunday	May	10PM
150454719	ROBBERY	Monday	May	2AM
150454781	ROBBERY	Monday	May	3AM
150454800	ROBBERY	Monday	May	3AM
150454894	ROBBERY	Monday	May	5AM
150455870	ROBBERY	Monday	May	12AM
150456094	ROBBERY	Monday	May	2PM
150456947	ROBBERY	Monday	May	7PM
150457127	ROBBERY	Monday	May	8PM
150457161	ROBBERY	Monday	May	8PM
150457246	ROBBERY	Monday	May	9PM
150457252	ROBBERY	Monday	May	5PM
150457672	ROBBERY	Tuesday	May	12AM
150457741	ROBBERY	Tuesday	May	1AM
150458125	ROBBERY	Tuesday	May	8AM
150458266	ROBBERY	Tuesday	May	9AM
150458294	ROBBERY	Saturday	May	6PM
150458799	ROBBERY	Tuesday	May	12PM
150459656	ROBBERY	Sunday	May	7PM
150460073	ROBBERY	Tuesday	May	7PM
150460716	ROBBERY	Tuesday	May	9PM
150460998	ROBBERY	Wednesday	May	5AM
150462336	ROBBERY	Wednesday	May	2PM
150462477	ROBBERY	Wednesday	May	3PM
150462706	ROBBERY	Wednesday	May	4PM
150462819	ROBBERY	Wednesday	May	2PM
150463293	ROBBERY	Wednesday	May	7PM
150463469	ROBBERY	Wednesday	May	8PM
150463500	ROBBERY	Wednesday	May	8PM
150463550	ROBBERY	Wednesday	May	8PM
150463679	ROBBERY	Wednesday	May	9PM
150463748	ROBBERY	Wednesday	May	10PM
150463776	ROBBERY	Tuesday	May	4PM
150463936	ROBBERY	Wednesday	May	11PM
150464235	ROBBERY	Thursday	May	5AM
150464605	ROBBERY	Wednesday	May	10PM
150465045	ROBBERY	Thursday	May	12PM
150465170	ROBBERY	Thursday	May	12PM
150465330	ROBBERY	Thursday	May	1PM
150465396	ROBBERY	Thursday	May	2PM
150465669	ROBBERY	Thursday	May	3PM
150466106	ROBBERY	Thursday	May	4PM
150466968	ROBBERY	Thursday	May	9PM
150467029	ROBBERY	Thursday	May	10PM
150467079	ROBBERY	Thursday	May	11PM
150467223	ROBBERY	Friday	May	12AM
150467615	ROBBERY	Friday	May	6AM
150468293	ROBBERY	Tuesday	May	10AM
150468685	ROBBERY	Friday	May	1PM
150469207	ROBBERY	Friday	May	4PM
150469291	ROBBERY	Thursday	May	11PM
150469912	ROBBERY	Thursday	May	8AM
150470323	ROBBERY	Friday	May	10PM
150470674	ROBBERY	Saturday	May	1AM
150472915	ROBBERY	Saturday	May	7PM
150472943	ROBBERY	Saturday	May	7PM
150473098	ROBBERY	Saturday	May	5PM
150473236	ROBBERY	Saturday	May	9PM
150473264	ROBBERY	Saturday	May	9PM
150473565	ROBBERY	Saturday	May	11PM
150474080	ROBBERY	Sunday	May	2AM
150474789	ROBBERY	Sunday	May	12PM
150474911	ROBBERY	Sunday	May	12PM
150475135	ROBBERY	Sunday	May	2PM
150475408	ROBBERY	Sunday	May	4PM
150475709	ROBBERY	Sunday	May	5PM
150476553	ROBBERY	Sunday	May	11PM
150476650	ROBBERY	Sunday	May	11PM
150476757	ROBBERY	Monday	June	12AM
150477062	ROBBERY	Sunday	May	8PM
150477761	ROBBERY	Monday	June	11AM
150478399	ROBBERY	Monday	June	3PM
150478515	ROBBERY	Monday	June	3PM
150478797	ROBBERY	Monday	June	2PM
150478850	ROBBERY	Monday	June	2PM
150479557	ROBBERY	Monday	June	9PM
150479660	ROBBERY	Monday	June	10PM
150480043	ROBBERY	Monday	June	11PM
150480059	ROBBERY	Tuesday	June	12AM
150480231	ROBBERY	Monday	June	9PM
150480344	ROBBERY	Tuesday	June	4AM
150480805	ROBBERY	Tuesday	June	9AM
150481273	ROBBERY	Tuesday	June	12PM
150481994	ROBBERY	Monday	May	12AM
150482124	ROBBERY	Tuesday	June	4PM
150482500	ROBBERY	Tuesday	June	4PM
150482691	ROBBERY	Sunday	May	1AM
150482817	ROBBERY	Saturday	May	1AM
150482895	ROBBERY	Tuesday	June	8PM
150483207	ROBBERY	Tuesday	June	6PM
150483235	ROBBERY	Sunday	May	3AM
150483940	ROBBERY	Wednesday	June	9AM
150484437	ROBBERY	Wednesday	June	9AM
150484534	ROBBERY	Wednesday	June	11AM
150484653	ROBBERY	Wednesday	June	9AM
150485491	ROBBERY	Wednesday	June	4PM
150485526	ROBBERY	Wednesday	June	4PM
150485673	ROBBERY	Wednesday	June	5PM
150485883	ROBBERY	Wednesday	June	6PM
150485899	ROBBERY	Wednesday	June	5PM
150486665	ROBBERY	Thursday	June	10PM
150486728	ROBBERY	Wednesday	June	10PM
150486762	ROBBERY	Wednesday	June	11PM
150487641	ROBBERY	Tuesday	June	8PM
150488398	ROBBERY	Thursday	June	12PM
150488774	ROBBERY	Thursday	June	5PM
150489023	ROBBERY	Wednesday	June	2PM
150489136	ROBBERY	Thursday	June	8AM
150489283	ROBBERY	Thursday	June	9PM
150489584	ROBBERY	Thursday	June	10PM
150489744	ROBBERY	Friday	June	12AM
150489772	ROBBERY	Friday	June	12AM
150489829	ROBBERY	Friday	June	1AM
150490133	ROBBERY	Friday	June	7AM
150490644	ROBBERY	Friday	June	10AM
150491802	ROBBERY	Friday	June	4PM
150492004	ROBBERY	Friday	June	5PM
150492509	ROBBERY	Friday	June	8PM
150492521	ROBBERY	Friday	June	8PM
150492703	ROBBERY	Friday	June	9PM
150493228	ROBBERY	Saturday	June	12AM
150493557	ROBBERY	Saturday	June	3AM
150493892	ROBBERY	Friday	June	10PM
150495058	ROBBERY	Saturday	June	5PM
150495315	ROBBERY	Thursday	June	5AM
150495490	ROBBERY	Saturday	June	6PM
150495547	ROBBERY	Saturday	June	7PM
150495622	ROBBERY	Saturday	June	7PM
150495763	ROBBERY	Saturday	June	9PM
150495779	ROBBERY	Saturday	June	8PM
150495917	ROBBERY	Saturday	June	9PM
150496272	ROBBERY	Sunday	June	12AM
150496363	ROBBERY	Sunday	June	12AM
150496476	ROBBERY	Sunday	June	1AM
150497678	ROBBERY	Sunday	June	2PM
150497753	ROBBERY	Sunday	June	3PM
150498165	ROBBERY	Sunday	June	5PM
150498284	ROBBERY	Sunday	June	7PM
150498397	ROBBERY	Sunday	June	7PM
150498723	ROBBERY	Saturday	June	2PM
150498789	ROBBERY	Sunday	June	11PM
150498892	ROBBERY	Sunday	June	11PM
150499248	ROBBERY	Monday	June	5AM
150500061	ROBBERY	Sunday	May	4AM
150500594	ROBBERY	Monday	June	2PM
150501730	ROBBERY	Monday	June	8PM
150502261	ROBBERY	Tuesday	June	12AM
150502318	ROBBERY	Tuesday	June	2AM
150503112	ROBBERY	Tuesday	June	10AM
150503720	ROBBERY	Tuesday	June	5AM
150504530	ROBBERY	Tuesday	June	5PM
150505049	ROBBERY	Tuesday	June	9PM
150505306	ROBBERY	Tuesday	June	10PM
150505340	ROBBERY	Tuesday	June	11PM
150505403	ROBBERY	Tuesday	June	11PM
150505475	ROBBERY	Tuesday	June	10PM
150505635	ROBBERY	Wednesday	June	1AM
150505726	ROBBERY	Wednesday	June	2AM
150505732	ROBBERY	Wednesday	June	2AM
150506194	ROBBERY	Wednesday	June	10AM
150506423	ROBBERY	Wednesday	June	11AM
150506702	ROBBERY	Wednesday	June	1PM
150506893	ROBBERY	Wednesday	June	1PM
150507017	ROBBERY	Wednesday	June	2PM
150507186	ROBBERY	Wednesday	June	3PM
150508708	ROBBERY	Thursday	June	2AM
150508764	ROBBERY	Thursday	June	4AM
150509637	ROBBERY	Thursday	June	12PM
150509972	ROBBERY	Thursday	June	1PM
150510286	ROBBERY	Thursday	June	2PM
150510515	ROBBERY	Thursday	June	4PM
150510612	ROBBERY	Thursday	June	3PM
150511109	ROBBERY	Thursday	June	6PM
150511331	ROBBERY	Thursday	June	7PM
150511682	ROBBERY	Thursday	June	10PM
150511751	ROBBERY	Thursday	June	10PM
150511842	ROBBERY	Thursday	June	11PM
150511955	ROBBERY	Friday	June	12AM
150512204	ROBBERY	Thursday	June	10PM
150512260	ROBBERY	Friday	June	5AM
150512931	ROBBERY	Friday	June	11AM
150512975	ROBBERY	Friday	June	10AM
150512997	ROBBERY	Wednesday	June	6PM
150513503	ROBBERY	Friday	June	1PM
150513531	ROBBERY	Friday	June	1PM
150513575	ROBBERY	Friday	June	2PM
150513967	ROBBERY	Friday	June	4PM
150514103	ROBBERY	Friday	June	4PM
150515214	ROBBERY	Saturday	June	12AM
150515220	ROBBERY	Saturday	June	12AM
150515399	ROBBERY	Saturday	June	3AM
150515985	ROBBERY	Saturday	June	2PM
150516466	ROBBERY	Thursday	June	1PM
150516632	ROBBERY	Saturday	June	4PM
150517038	ROBBERY	Saturday	June	5PM
150517066	ROBBERY	Saturday	June	5PM
150517276	ROBBERY	Saturday	June	7PM
150517583	ROBBERY	Saturday	June	9PM
150518434	ROBBERY	Sunday	June	8AM
150518600	ROBBERY	Sunday	June	8AM
150518672	ROBBERY	Sunday	June	10AM
150519545	ROBBERY	Sunday	June	4PM
150519608	ROBBERY	Sunday	June	4PM
150519965	ROBBERY	Sunday	June	6PM
150520019	ROBBERY	Sunday	June	12AM
150520291	ROBBERY	Sunday	June	7PM
150520699	ROBBERY	Sunday	June	11PM
150520746	ROBBERY	Sunday	June	11PM
150520809	ROBBERY	Saturday	June	11PM
150521108	ROBBERY	Monday	June	2AM
150521653	ROBBERY	Sunday	June	10PM
150521772	ROBBERY	Monday	June	10AM
150522021	ROBBERY	Monday	June	11AM
150522651	ROBBERY	Monday	June	1PM
150522855	ROBBERY	Monday	June	2PM
150523029	ROBBERY	Monday	June	2PM
150523358	ROBBERY	Sunday	June	12AM
150523988	ROBBERY	Monday	June	7PM
150524447	ROBBERY	Tuesday	June	12AM
150525837	ROBBERY	Sunday	June	2PM
150526158	ROBBERY	Monday	June	11PM
150526249	ROBBERY	Tuesday	June	12AM
150526330	ROBBERY	Tuesday	June	4PM
150526807	ROBBERY	Tuesday	June	7PM
150527015	ROBBERY	Tuesday	June	8PM
150527134	ROBBERY	Tuesday	June	10PM
150527338	ROBBERY	Monday	June	5PM
150527372	ROBBERY	Tuesday	June	11PM
150527645	ROBBERY	Wednesday	June	2AM
150527695	ROBBERY	Wednesday	June	2AM
150528596	ROBBERY	Wednesday	June	11AM
150529005	ROBBERY	Wednesday	June	1PM
150529447	ROBBERY	Friday	June	1PM
150529679	ROBBERY	Wednesday	June	5PM
150530585	ROBBERY	Wednesday	June	9PM
150530717	ROBBERY	Wednesday	June	7PM
150530836	ROBBERY	Thursday	June	12AM
150531351	ROBBERY	Thursday	June	7AM
150532092	ROBBERY	Tuesday	June	7AM
150532503	ROBBERY	Tuesday	June	11PM
150532707	ROBBERY	Thursday	June	4PM
150532917	ROBBERY	Thursday	June	6PM
150533915	ROBBERY	Friday	June	1AM
150534004	ROBBERY	Friday	June	3AM
150534151	ROBBERY	Thursday	June	7PM
150534452	ROBBERY	Friday	June	9AM
150534480	ROBBERY	Friday	June	10AM
150534628	ROBBERY	Friday	June	10AM
150534935	ROBBERY	Thursday	June	10PM
150534991	ROBBERY	Friday	June	1PM
150535858	ROBBERY	Thursday	June	11PM
150536088	ROBBERY	Friday	June	6PM
150536163	ROBBERY	Friday	June	9PM
150536185	ROBBERY	Friday	June	9PM
150536276	ROBBERY	Friday	June	10PM
150536282	ROBBERY	Friday	June	9PM
150536367	ROBBERY	Friday	June	10PM
150536389	ROBBERY	Friday	June	4PM
150536436	ROBBERY	Friday	June	10PM
150536458	ROBBERY	Friday	June	10PM
150536737	ROBBERY	Saturday	June	1AM
150537600	ROBBERY	Saturday	June	12PM
150537848	ROBBERY	Thursday	June	7PM
150537951	ROBBERY	Friday	June	9PM
150538090	ROBBERY	Saturday	June	3PM
150538868	ROBBERY	Saturday	June	7PM
150539026	ROBBERY	Saturday	June	9PM
150539032	ROBBERY	Friday	June	11PM
150539355	ROBBERY	Sunday	June	12AM
150539496	ROBBERY	Sunday	June	1AM
150539866	ROBBERY	Sunday	June	7AM
150539872	ROBBERY	Sunday	June	7AM
150539941	ROBBERY	Sunday	June	8AM
150540051	ROBBERY	Sunday	June	9AM
150540352	ROBBERY	Sunday	June	12PM
150540443	ROBBERY	Sunday	June	12PM
150540722	ROBBERY	Sunday	June	2PM
150541435	ROBBERY	Sunday	June	6PM
150541441	ROBBERY	Sunday	June	6PM
150541758	ROBBERY	Sunday	June	9PM
150541792	ROBBERY	Sunday	June	10PM
150541899	ROBBERY	Sunday	June	10PM
150542035	ROBBERY	Sunday	June	10PM
150542085	ROBBERY	Sunday	June	10PM
150542251	ROBBERY	Saturday	June	10PM
150542336	ROBBERY	Monday	June	3AM
150542966	ROBBERY	Monday	June	10AM
150543259	ROBBERY	Monday	June	7AM
150543641	ROBBERY	Monday	June	12AM
150543754	ROBBERY	Monday	June	3PM
150544116	ROBBERY	Monday	June	5PM
150544207	ROBBERY	Monday	June	4PM
150544229	ROBBERY	Monday	June	4PM
150544332	ROBBERY	Monday	June	5PM
150544360	ROBBERY	Monday	June	5PM
150544536	ROBBERY	Monday	June	2AM
150545261	ROBBERY	Monday	June	10PM
150545562	ROBBERY	Tuesday	June	2AM
150545625	ROBBERY	Tuesday	June	2AM
150547013	ROBBERY	Tuesday	June	2PM
150547392	ROBBERY	Tuesday	June	12AM
150547461	ROBBERY	Tuesday	June	4PM
150547671	ROBBERY	Tuesday	June	5PM
150547784	ROBBERY	Tuesday	June	4PM
150547869	ROBBERY	Tuesday	June	6PM
150548209	ROBBERY	Tuesday	June	9PM
150548384	ROBBERY	Tuesday	June	10PM
150548431	ROBBERY	Tuesday	June	8PM
150548851	ROBBERY	Wednesday	June	4AM
150548867	ROBBERY	Wednesday	June	4AM
150549348	ROBBERY	Wednesday	June	10AM
150550179	ROBBERY	Wednesday	June	1PM
150550210	ROBBERY	Wednesday	June	2PM
150550420	ROBBERY	Saturday	June	3PM
150550737	ROBBERY	Sunday	June	10PM
150551058	ROBBERY	Wednesday	June	6PM
150551105	ROBBERY	Wednesday	June	6PM
150551127	ROBBERY	Wednesday	June	5PM
150551133	ROBBERY	Wednesday	June	6PM
150551296	ROBBERY	Wednesday	June	7PM
150553060	ROBBERY	Thursday	June	11AM
150553424	ROBBERY	Thursday	June	1PM
150553509	ROBBERY	Wednesday	June	3AM
150553894	ROBBERY	Thursday	June	4PM
150553907	ROBBERY	Thursday	June	4PM
150554171	ROBBERY	Thursday	June	4PM
150554585	ROBBERY	Thursday	June	9AM
150554977	ROBBERY	Thursday	June	10PM
150555066	ROBBERY	Thursday	June	11PM
150555113	ROBBERY	Thursday	June	11PM
150555163	ROBBERY	Friday	June	12AM
150555185	ROBBERY	Thursday	June	10PM
150555210	ROBBERY	Thursday	June	8PM
150556440	ROBBERY	Friday	June	1PM
150556945	ROBBERY	Friday	June	4PM
150557119	ROBBERY	Friday	June	4PM
150557404	ROBBERY	Friday	June	6PM
150557727	ROBBERY	Friday	June	7PM
150557959	ROBBERY	Friday	June	9PM
150558076	ROBBERY	Friday	June	10PM
150558264	ROBBERY	Friday	June	11PM
150558355	ROBBERY	Saturday	June	12AM
150558418	ROBBERY	Saturday	June	12AM
150558747	ROBBERY	Saturday	June	2AM
150560946	ROBBERY	Saturday	June	7PM
150561035	ROBBERY	Saturday	June	8PM
150561041	ROBBERY	Saturday	June	9PM
150561057	ROBBERY	Saturday	June	9PM
150561358	ROBBERY	Saturday	June	10PM
150561405	ROBBERY	Saturday	June	10PM
150561411	ROBBERY	Saturday	June	10PM
150561461	ROBBERY	Saturday	June	11PM
150561568	ROBBERY	Sunday	June	12PM
150561609	ROBBERY	Saturday	June	11PM
150561740	ROBBERY	Sunday	June	1AM
150561831	ROBBERY	Saturday	June	1AM
150562146	ROBBERY	Sunday	June	3AM
150562522	ROBBERY	Sunday	June	8AM
150563780	ROBBERY	Saturday	June	5PM
150564114	ROBBERY	Sunday	June	5PM
150564277	ROBBERY	Sunday	June	6PM
150564590	ROBBERY	Sunday	June	8PM
150564681	ROBBERY	Sunday	June	8PM
150564829	ROBBERY	Sunday	June	6AM
150564948	ROBBERY	Sunday	June	10PM
150565071	ROBBERY	Sunday	June	11PM
150565219	ROBBERY	Sunday	June	11PM
150565491	ROBBERY	Monday	June	6AM
150566148	ROBBERY	Monday	June	10AM
150566502	ROBBERY	Monday	June	12PM
150566552	ROBBERY	Monday	June	10AM
150567237	ROBBERY	Monday	June	3PM
150568019	ROBBERY	Monday	June	1AM
150568081	ROBBERY	Monday	June	6PM
150568780	ROBBERY	Monday	June	11PM
150569277	ROBBERY	Sunday	September	1AM
150569647	ROBBERY	Tuesday	June	11AM
150569675	ROBBERY	Tuesday	June	11AM
